92.75,71.5,0.023700000000000002,1.1347,2409.75,1620.99,3462.06
91.0,70.0,0.023929999999999996,1.1425,2425.18,1617.0,3463.84
92.0,70.75,0.02371,1.1404,2427.43,1624.81,3478.06
99.5,68.75,0.023620000000000002,1.1404,2425.53,1621.57,3464.48
103.25,68.0,0.02327,1.1474,2443.25,1650.59,3515.23
105.0,68.0,0.023479999999999997,1.1419,2447.83,1642.49,3527.83
104.5,68.5,0.02319,1.1404,2459.27,1646.83,3525.94
103.5,68.5,0.023090000000000003,1.1475,2459.14,1639.33,3516.35
98.5,66.5,0.022629999999999997,1.1474,2460.61,1607.36,3478.68
99.25,66.5,0.02268,1.155,2473.83,1609.96,3500.28
99.0,65.5,0.02266,1.1528,2473.45,1597.84,3499.49
94.0,65.0,0.022320000000000003,1.1629,2472.54,1581.37,3451.71
90.5,63.5,0.02254,1.1682,2469.91,1566.88,3453.17
91.25,63.0,0.02326,1.1639,2477.13,1568.91,3473.54
91.25,63.5,0.02282,1.1645,2477.83,1580.22,3491.19
91.5,72.0,0.0231,1.1728,2475.42,1570.48,3493.14
91.5,72.0,0.02289,1.1689,2472.1,1557.56,3467.73
95.0,71.5,0.02292,1.1747,2470.3,1548.19,3449.36
95.75,70.0,0.02251,1.1824,2476.35,1566.31,3449.36
93.5,72.0,0.02262,1.1811,2477.57,1563.2,3459.32
93.5,71.5,0.02228,1.1851,2472.16,1559.66,3466.37
95.0,71.25,0.02267,1.1885,2476.83,1573.47,3507.41
95.0,68.75,0.02257,1.1778,2480.91,1575.47,3505.8
95.25,66.75,0.02283,1.1801,2474.92,1581.32,3515.63
94.25,67.0,0.02241,1.1755,2474.02,1571.2,3468.45
94.0,68.0,0.02212,1.1762,2438.21,1554.75,3433.54
93.25,67.25,0.02189,1.177,2441.32,1538.96,3406.34
92.25,69.75,0.022189999999999998,1.1826,2465.84,1554.58,3450.66
93.5,69.0,0.02266,1.1776,2464.61,1543.37,3461.91
95.0,68.75,0.02226,1.1741,2468.11,1552.16,3484.57
94.25,68.5,0.02199,1.1774,2430.01,1540.09,3461.97
92.0,68.25,0.02194,1.1716,2425.55,1532.12,3446.03
90.5,69.0,0.0218,1.1756,2428.37,1524.25,3423.53
91.0,70.5,0.02215,1.1812,2452.51,1543.76,3455.59
90.0,69.5,0.021709999999999997,1.1762,2444.04,1542.14,3438.63
93.5,69.5,0.02194,1.1817,2438.97,1537.99,3444.73
93.0,69.5,0.02169,1.1802,2443.05,1540.82,3438.55
96.5,70.0,0.021589999999999998,1.1952,2444.24,1536.88,3421.03
92.0,69.5,0.02136,1.1964,2446.3,1520.9,3388.22
93.5,69.75,0.021429999999999998,1.197,2457.59,1535.96,3403.71
94.0,70.25,0.02121,1.1893,2471.65,1546.86,3421.47
92.25,69.75,0.02157,1.191,2476.55,1558.79,3443.88
90.25,69.25,0.02157,1.1883,2476.55,1551.89,3430.42
88.75,69.5,0.0207,1.1893,2457.85,1546.99,3420.86
87.25,69.5,0.02108,1.1924,2465.54,1541.27,3433.8
85.25,72.25,0.02061,1.1928,2465.1,1553.02,3447.66
84.0,73.75,0.02061,1.2029,2461.43,1552.32,3447.69
84.5,74.0,0.02125,1.2018,2488.11,1572.16,3495.19
87.5,73.75,0.021709999999999997,1.1959,2496.48,1580.13,3512.56
88.5,73.5,0.021949999999999997,1.1975,2498.37,1580.04,3523.14
88.0,73.75,0.02197,1.1891,2495.62,1587.52,3526.48
87.0,72.25,0.022019999999999998,1.1922,2500.23,1578.87,3515.55
85.5,72.5,0.02229,1.1937,2503.87,1582.78,3526.74
84.5,74.5,0.02243,1.1959,2506.65,1584.43,3531.18
82.0,74.5,0.022770000000000002,1.1993,2508.24,1585.38,3525.55
84.75,72.0,0.02278,1.1872,2500.6,1596.31,3539.59
85.0,71.75,0.02262,1.1946,2502.22,1600.77,3541.42
84.75,70.25,0.0222,1.1927,2496.66,1604.1,3537.81
84.75,71.25,0.02229,1.1856,2496.84,1610.76,3536.38
83.0,69.75,0.023090000000000003,1.1786,2507.04,1623.77,3555.17
83.0,69.75,0.023090000000000003,1.175,2510.06,1624.98,3563.64
84.5,69.5,0.02326,1.1782,2519.36,1637.82,3594.85
85.0,68.0,0.023370000000000002,1.1807,2529.12,1640.65,3602.69
86.25,67.5,0.02334,1.1734,2534.58,1649.18,3605.73
85.5,67.25,0.0233,1.1748,2537.74,1651.09,3594.91
85.75,70.25,0.0235,1.1757,2552.07,1653.15,3613.54
88.0,70.0,0.023700000000000002,1.1712,2549.33,1646.28,3603.32
91.75,69.5,0.023610000000000003,1.1742,2544.73,1647.92,3610.5
92.5,70.75,0.023450000000000002,1.1742,2550.64,1644.34,3598.79
94.0,70.0,0.023450000000000002,1.1815,2555.24,1641.7,3607.39
94.0,70.75,0.02323,1.1865,2550.93,1644.65,3605.54
100.0,70.75,0.022799999999999997,1.1832,2553.17,1642.49,3604.55
99.25,69.0,0.02307,1.1814,2557.64,1638.33,3606.27
99.5,68.5,0.02298,1.1795,2559.36,1636.94,3607.77
97.75,69.25,0.02339,1.1772,2561.26,1644.73,3619.65
100.5,70.0,0.02321,1.1795,2562.1,1646.96,3602.08
102.5,69.5,0.023809999999999998,1.1848,2575.21,1667.5,3605.09
113.0,70.25,0.02376,1.1754,2564.98,1661.54,3608.87
112.5,70.0,0.02406,1.1759,2569.13,1650.47,3610.69
116.25,71.0,0.02444,1.1759,2557.15,1649.74,3591.46
110.5,70.75,0.02452,1.1821,2560.4,1658.79,3637.2
114.0,71.75,0.02428,1.1637,2581.07,1665.02,3652.23
122.25,72.0,0.023700000000000002,1.1605,2572.83,1662.32,3662.18
118.75,71.5,0.02376,1.1653,2575.26,1671.63,3673.95
120.5,72.0,0.02376,1.1652,2579.36,1672.03,3697.4
122.0,72.0,0.02347,1.1629,2579.85,1672.78,3688.8
125.75,72.0,0.02343,1.1662,2587.84,1677.65,3689.96
121.5,71.5,0.0232,1.1615,2591.13,1676.14,3682.36
119.25,70.25,0.02307,1.1613,2590.64,1670.24,3658.77
122.0,69.75,0.023250000000000003,1.1601,2594.38,1662.99,3655.04
119.0,68.5,0.02331,1.1597,2584.62,1643.26,3612.5
121.25,70.0,0.024,1.1647,2582.3,1634.68,3593.76
119.0,69.5,0.024,1.1661,2584.84,1630.51,3574.52
133.25,69.75,0.023809999999999998,1.1665,2578.87,1628.48,3556.38
127.25,68.0,0.02335,1.1793,2564.62,1627.0,3545.72
129.0,70.0,0.023610000000000003,1.1793,2585.64,1633.66,3564.8
134.75,70.0,0.023540000000000002,1.1777,2578.85,1617.7,3547.46
132.75,70.5,0.023719999999999998,1.1732,2582.14,1623.54,3561.41
142.0,70.5,0.023629999999999998,1.1741,2599.03,1636.65,3579.32
150.0,71.0,0.02322,1.1737,2597.08,1617.52,3562.65
148.25,72.0,0.02322,1.1815,2597.08,1612.57,3572.07
150.0,70.5,0.02322,1.1854,2602.42,1614.62,3581.23
146.5,69.5,0.02328,1.1926,2601.42,1608.74,3564.02
152.0,70.0,0.02338,1.1905,2627.04,1620.81,3583.49
146.5,69.0,0.02376,1.1848,2626.07,1613.56,3589.91
148.5,70.0,0.024169999999999997,1.1852,2647.58,1610.11,3569.93
146.0,69.0,0.023620000000000002,1.1898,2642.22,1592.2,3527.55
149.75,70.5,0.02379,1.186,2639.44,1616.8,3576.22
143.0,69.5,0.023559999999999998,1.1868,2629.57,1613.36,3570.57
137.0,69.0,0.0233,1.1833,2629.27,1595.44,3561.57
182.5,69.0,0.02376,1.1804,2636.98,1599.29,3573.13
176.5,69.0,0.02383,1.1772,2651.5,1610.82,3591.45
189.5,70.0,0.023849999999999996,1.177,2659.99,1619.47,3582.21
